HS Code,HS Code Description,HS Description
8539.4910,- - - Infra-red lamp,- - - Infra-red lamp
8539.4920,- - - Ultra-violet lamps,- - - Ultra-violet lamps
8539.5010,- - - Bulb,- - - Bulb
8539.5020,- - - Tube,- - - Tube
8539.9010,"- - - Tungsten filament and lead in wire for bulbs
and tube lights","- - - Tungsten filament and lead in wire for bulbs
and tube lights"
8539.9020,- - - Base cap for bulb,- - - Base cap for bulb
8539.9030,- - - Base cap for tube light,- - - Base cap for tube light
8539.9040,- - - Parts for energy saving lamps,- - - Parts for energy saving lamps
8539.9090,- - - Other,- - - Other
85.40,"Thermionic, cold cathode or photo- cathode
valves and tubes (for example, vacuum or
vapour or gas filled valves and tubes,
mercury arc rectifying valves and tubes,
cathode- ray tubes, television camera tubes).","Thermionic, cold cathode or photo- cathode
valves and tubes (for example, vacuum or
vapour or gas filled valves and tubes,
mercury arc rectifying valves and tubes,
cathode- ray tubes, television camera tubes)."
8540.1100,- - Colour,- - Colour
8540.1200,- - Monochrome,- - Monochrome
8540.2000,"- Television camera tubes; image converters and
intensifiers; other photo- cathode tubes","- Television camera tubes; image converters and
intensifiers; other photo- cathode tubes"
8540.4000,"- Data/graphic display tubes, monochrome;
data/graphic display tubes, colour, with a
phosphor dot screen pitch smaller than 0.4 mm","- Data/graphic display tubes, monochrome;
data/graphic display tubes, colour, with a
phosphor dot screen pitch smaller than 0.4 mm"
8540.6000,- Other cathode- ray tubes,- Other cathode- ray tubes
8540.7100,- - Magnetrons,- - Magnetrons
8540.7900,- - Other,- - Other
8540.8100,- - Receiver or amplifier valves and tubes,- - Receiver or amplifier valves and tubes
8540.8900,- - Other,- - Other
8540.9100,- - Of cathode-ray tubes,- - Of cathode-ray tubes
8540.9900,- - Other,- - Other
85.41,"Diodes, transistors and similar semi-
conductor devices; photosensitive
semiconductor devices, including
photovoltaic cells whether or not assembled
in modules or made up into panels; light-
emitting diodes(LED); mounted piezo- electric
crystals.","Diodes, transistors and similar semi-
conductor devices; photosensitive
semiconductor devices, including
photovoltaic cells whether or not assembled
in modules or made up into panels; light-
emitting diodes(LED); mounted piezo- electric
crystals."
8541.1000,"- diodes, other than photosensitive of light-
emitting diodes(LED)","- diodes, other than photosensitive of light-
emitting diodes(LED)"
8541.2100,- - With a dissipation rate of less than 1 W,- - With a dissipation rate of less than 1 W
8541.2900,- - Other,- - Other
8541.3000,"- Thyristors, diacs and triacs, other than
photosensitive devices","- Thyristors, diacs and triacs, other than
photosensitive devices"
8541.4000,"- Photosensitive semicondutctor devices,
including photovoltaic cells whether or not
assembled in modules or made up into panels;
light-emitting diodes(LED)","- Photosensitive semicondutctor devices,
including photovoltaic cells whether or not
assembled in modules or made up into panels;
light-emitting diodes(LED)"
8541.5000,- Other semiconductor devices,- Other semiconductor devices
8541.6000,- Mounted piezo- electric crystals,- Mounted piezo- electric crystals
8541.9000,- Parts,- Parts
85.42,Electronic integrated circuits.,Electronic integrated circuits.
8542.3100,"- - Processors and controllers, whether or not
combined with memories, converters, logic
circuits, amplifiers, clock and timing circuits, or
other circuits","- - Processors and controllers, whether or not
combined with memories, converters, logic
circuits, amplifiers, clock and timing circuits, or
other circuits"
8542.3200,- - Memories,- - Memories
8542.3300,- - Amplifiers,- - Amplifiers
8542.3900,- - Other,- - Other
8542.9000,- Parts,- Parts
85.43,"Electrical machines and apparatus, having
individual functions, not specified or included
elsewhere in this Chapter.","Electrical machines and apparatus, having
individual functions, not specified or included
elsewhere in this Chapter."
8543.1000,- Particle accelerators,- Particle accelerators
8543.2000,- Signal generators,- Signal generators
8543.3000,"- Machines and apparatus for electroplating,
electrolysis or electrophoresis","- Machines and apparatus for electroplating,
electrolysis or electrophoresis"
8543.7010,- - - Remote control,- - - Remote control
8543.7020,- - - Insect killer,- - - Insect killer
8543.7030,- - - Machine for electric cigarettes,- - - Machine for electric cigarettes
8543.7090,- - - Other,- - - Other
8543.9010,"- - - Of machines of heading 8543.1000 &
8543.2000","- - - Of machines of heading 8543.1000 &
8543.2000"
8543.9090,- - - Other,- - - Other
85.44,"Insulated (including enamelled or anodised)
wire, cable (including co- axial cable) and
other insulated electric conductors, whether
or not fitted with connectors; optical fibre
cables, made up of individually sheathed
fibres, whether or not assembled with electric
conductors or fitted with connectors.","Insulated (including enamelled or anodised)
wire, cable (including co- axial cable) and
other insulated electric conductors, whether
or not fitted with connectors; optical fibre
cables, made up of individually sheathed
fibres, whether or not assembled with electric
conductors or fitted with connectors."
8544.1110,- - - Enamelled wire with nylon cover,- - - Enamelled wire with nylon cover
8544.1190,- - - Other,- - - Other
8544.1900,- - Other,- - Other
8544.2000,"- Co- axial cable and other co- axial electric
conductors","- Co- axial cable and other co- axial electric
conductors"
8544.3011,"- - - - Wiring sets and cable sets for motor cars of
heading 87.03, and vehicles of sub-headings
8703.2113, 8703.2115, 8703.2193, 8703.2195,
8703.2240, 8703.2323, 8703.3223, 8704.2190,
8704.3130, 8704.3150, 8704.3190, 8703.3225
and vehicles of heading 87.11","- - - - Wiring sets and cable sets for motor cars of
heading 87.03, and vehicles of sub-headings
8703.2113, 8703.2115, 8703.2193, 8703.2195,
8703.2240, 8703.2323, 8703.3223, 8704.2190,
8704.3130, 8704.3150, 8704.3190, 8703.3225
and vehicles of heading 87.11"
8544.3012,"- - - - Wiring sets and cable sets for vehicles of
heading 87.02 and sub-headings 8701.2020,
8701.2090, 8701.2040, 8701.9220, 8701.9320,
8704.2219, 8704.2299 and 8704.2390","- - - - Wiring sets and cable sets for vehicles of
heading 87.02 and sub-headings 8701.2020,
8701.2090, 8701.2040, 8701.9220, 8701.9320,
8704.2219, 8704.2299 and 8704.2390"
8544.3019,- - - - Other,- - - - Other
8544.3090,- - - Other,- - - Other
8544.4210,- - - Computer leads,- - - Computer leads
8544.4221,"- - - - Wiring sets and cable sets for motor cars of
heading 87.03, and vehicles of sub-headings
8703.2113,8703.2115, 8703.2193, 8703.2195,
8703.2240, 8703.2323, 8703.3223, 8704.2190,
8704.3130, 8704.3150, 8704.3190, 8703.3225
and vehicles of heading 87.11","- - - - Wiring sets and cable sets for motor cars of
heading 87.03, and vehicles of sub-headings
8703.2113,8703.2115, 8703.2193, 8703.2195,
8703.2240, 8703.2323, 8703.3223, 8704.2190,
8704.3130, 8704.3150, 8704.3190, 8703.3225
and vehicles of heading 87.11"
8544.4222,"- - - - Wiring sets and cable sets for vehicles of
heading 87.02 and sub-headings 8701.2020,
8701.2090, 8701.2040, 8701.9220, 8701.9320,
8704.2219, 8704.2299 and 8704.2390","- - - - Wiring sets and cable sets for vehicles of
heading 87.02 and sub-headings 8701.2020,
8701.2090, 8701.2040, 8701.9220, 8701.9320,
8704.2219, 8704.2299 and 8704.2390"
8544.4229,- - - - Other,- - - - Other
8544.4290,- - - Other,- - - Other
8544.4910,- - - Telephone cables,- - - Telephone cables
8544.4920,"- - - Multi core, flexible, flat type copper, insulated
(all features together)","- - - Multi core, flexible, flat type copper, insulated
(all features together)"
8544.4990,- - - Other,- - - Other
8544.6000,"- Other electric conductors, for a voltage
exceeding 1,000 V","- Other electric conductors, for a voltage
exceeding 1,000 V"
8544.7000,- Optical fibre cables,- Optical fibre cables
85.45,"Carbon electrodes, carbon brushes, lamp
carbons, battery carbons and other articles of
graphite or other carbon, with or without
metal, of a kind used for electrical purposes.","Carbon electrodes, carbon brushes, lamp
carbons, battery carbons and other articles of
graphite or other carbon, with or without
metal, of a kind used for electrical purposes."
8545.1100,- - Of a kind used for furnaces,- - Of a kind used for furnaces
8545.1900,- - Other,- - Other
8545.2000,- Brushes,- Brushes
8545.9010,- - - For motor vehicles including tractors,- - - For motor vehicles including tractors
8545.9020,- - - For dry battery cells,- - - For dry battery cells
8545.9090,- - - Other,- - - Other
85.46,Electrical insulators of any material.,Electrical insulators of any material.
8546.1000,- Of glass,- Of glass
8546.2000,- Of ceramics,- Of ceramics
8546.9000,- Other,- Other
85.47,"Insulating fittings for electrical machines,
appliances or equipment, being fittings
wholly of insulating material apart from any
minor components of metal (for example,
threaded sockets) incorporated during
moulding solely for purposes of assembly,
other than insulators of heading 85.46;
electrical conduit tubing and joints therefor,
of base metal lined with insulating material.","Insulating fittings for electrical machines,
appliances or equipment, being fittings
wholly of insulating material apart from any
minor components of metal (for example,
threaded sockets) incorporated during
moulding solely for purposes of assembly,
other than insulators of heading 85.46;
electrical conduit tubing and joints therefor,
of base metal lined with insulating material."
8547.1000,- Insulating fittings of cermics,- Insulating fittings of cermics
8547.2000,- Insulating fittings of plastics,- Insulating fittings of plastics
8547.9000,- Other,- Other
85.48,"Waste and scrap of primary cells, primary
batteries and electric accumulators; spent
primary cells, spent primary batteries and
spent electric accumulators; electrical parts
of machinery or apparatus, not specified or
included elsewhere in this Chapter.","Waste and scrap of primary cells, primary
batteries and electric accumulators; spent
primary cells, spent primary batteries and
spent electric accumulators; electrical parts
of machinery or apparatus, not specified or
included elsewhere in this Chapter."
8548.1010,- - - Batteries plates,- - - Batteries plates
8548.1090,- - - Other,- - - Other
8548.9000,- Other,- Other
86.01,"Rail locomotives powered from an external
source of electricity or by electric
accumulators.","Rail locomotives powered from an external
source of electricity or by electric
accumulators."
8601.1000,- Powered from an external source of electricity,- Powered from an external source of electricity
8601.2000,- Powered by electric accumulators,- Powered by electric accumulators
86.02,Other rail locomotives; locomotive tenders.,Other rail locomotives; locomotive tenders.
8602.1000,- Diesel- electric locomotives,- Diesel- electric locomotives
8602.9000,- Other,- Other
86.03,"Self- propelled railway or tramway coaches,
vans and trucks, other than those of heading
86.04.","Self- propelled railway or tramway coaches,
vans and trucks, other than those of heading
86.04."
8603.1000,- Powered from an external source of electricity,- Powered from an external source of electricity
